Ê±¼ä,Htest1,Htest2,Qtest1,Qtest2
             0.48000,           102.22051,           115.79401,             0.34252,             0.00001
             0.48500,           102.59537,           115.79401,             0.33306,             0.00001
             0.49000,           102.97164,           115.79408,             0.32357,             0.00001
             0.49500,           103.34988,           115.79406,             0.31403,             0.00001
             0.50000,           103.72900,           115.79403,             0.30446,             0.00001
             0.50500,           104.10963,           115.79406,             0.29486,             0.00001
             0.51000,           104.49220,           115.79409,             0.28520,             0.00001
             0.51500,           104.87572,           115.79411,             0.27553,             0.00001
             0.52000,           105.26051,           115.79408,             0.26582,             0.00001
             0.52500,           105.64748,           115.79415,             0.25606,             0.00001
             0.53000,           106.03521,           115.79418,             0.24627,             0.00001
             0.53500,           106.42445,           115.79414,             0.23645,             0.00001
             0.54000,           106.81582,           115.79422,             0.22658,             0.00001
             0.54500,           107.20816,           115.79415,             0.21668,             0.00001
             0.55000,           107.60161,           115.79423,             0.20675,             0.00002
             0.55500,           107.63069,           115.79418,             0.18753,             0.00001
             0.56000,           107.65932,           115.79425,             0.16823,             0.00001
             0.56500,           107.68779,           115.79420,             0.14886,             0.00001
             0.57000,           107.71751,           115.79425,             0.12942,             0.00001
             0.57500,           107.74648,           115.79427,             0.10991,             0.00001
             0.58000,           107.77501,           115.79433,             0.09031,             0.00001
             0.58500,           107.80489,           115.79435,             0.07064,             0.00001
             0.59000,           107.83421,           115.79433,             0.05092,             0.00001
             0.59500,           107.86311,           115.79443,             0.03110,             0.00001
             0.60000,           107.89301,           115.79440,             0.01121,             0.00001
             0.60500,           107.92265,           115.79443,            -0.00874,             0.00001
             0.61000,           107.95181,           115.79446,            -0.02878,             0.00001
             0.61500,           107.98211,           115.79447,            -0.04889,             0.00001
             0.62000,           108.01192,           115.79446,            -0.06906,             0.00001
             0.62500,           108.04134,           115.79447,            -0.08933,             0.00001
             0.63000,           108.07193,           115.79453,            -0.10967,             0.00001
             0.63500,           108.10204,           115.79450,            -0.13007,             0.00001
             0.64000,           108.13190,           115.79453,            -0.15057,             0.00001
             0.64500,           108.16232,           115.79462,            -0.17114,             0.00001
             0.65000,           108.19279,           115.79459,            -0.19176,             0.00001
             0.65500,           107.79719,           115.79462,            -0.20173,             0.00001
             0.66000,           107.40054,           115.79460,            -0.21175,             0.00001
             0.66500,           107.00240,           115.79467,            -0.22180,             0.00001
             0.67000,           106.60236,           115.79466,            -0.23189,             0.00001
             0.67500,           106.20128,           115.79465,            -0.24201,             0.00001
             0.68000,           105.79871,           115.79473,            -0.25217,             0.00001
             0.68500,           105.39407,           115.79467,            -0.26238,             0.00001
             0.69000,           104.98849,           115.79475,            -0.27261,             0.00001
             0.69500,           104.58131,           115.79475,            -0.28288,             0.00001
             0.70000,           104.17238,           115.79471,            -0.29320,             0.00001
             0.70500,           103.76214,           115.79482,            -0.30355,             0.00001
             0.71000,           103.35049,           115.79482,            -0.31394,             0.00001
             0.71500,           102.93674,           115.79485,            -0.32438,             0.00001
             0.72000,           102.52217,           115.79487,            -0.33484,             0.00001
             0.72500,           102.10579,           115.79485,            -0.34535,             0.00001
             0.73000,           101.68745,           115.79493,            -0.35590,             0.00001
             0.73500,           101.26814,           115.79489,            -0.36648,             0.00002
             0.74000,           100.84699,           115.79495,            -0.37711,             0.00001
             0.74500,           100.42422,           115.79485,            -0.38777,             0.00001
             0.75000,           100.00043,           115.79495,            -0.39847,             0.00001
             0.75500,           100.00052,           115.79499,            -0.39847,             0.00001
             0.76000,           100.00035,           115.79501,            -0.39847,             0.00001
             0.76500,           100.00045,           115.79497,            -0.39847,             0.00002
             0.77000,           100.00032,           115.79497,            -0.39847,             0.00001
             0.77500,           100.00034,           115.79503,            -0.39847,             0.00001
             0.78000,           100.00039,           115.79507,            -0.39847,             0.00001
             0.78500,           100.00037,           115.79511,            -0.39847,             0.00001
             0.79000,           100.00041,           115.79510,            -0.39847,             0.00001
             0.79500,           100.00043,           115.79511,            -0.39847,             0.00001
             0.80000,           100.00034,           115.79507,            -0.39847,             0.00001
             0.80500,           100.00046,           115.79515,            -0.39847,             0.00001
             0.81000,           100.00035,           115.79511,            -0.39847,             0.00001
             0.81500,           100.00035,           115.79519,            -0.39847,             0.00002
             0.82000,           100.00032,           115.79519,            -0.39847,             0.00001
             0.82500,           100.00037,           115.79529,            -0.39847,             0.00001
             0.83000,           100.00040,           115.79524,            -0.39847,             0.00001
             0.83500,           100.00037,           115.79521,            -0.39847,             0.00001
             0.84000,           100.00048,           115.79531,            -0.39847,             0.00002
             0.84500,           100.00038,           115.79514,            -0.39847,             0.00001
             0.85000,           100.00032,           115.79536,            -0.39847,             0.00001
             0.85500,           100.00032,           115.42879,            -0.39847,            -0.00923
             0.86000,           100.00039,           115.06071,            -0.39847,            -0.01852
             0.86500,           100.00029,           114.69119,            -0.39847,            -0.02784
             0.87000,           100.00046,           114.32086,            -0.39847,            -0.03719
             0.87500,           100.00037,           113.94852,            -0.39847,            -0.04658
             0.88000,           100.00033,           113.57467,            -0.39847,            -0.05602
             0.88500,           100.00041,           113.20002,            -0.39847,            -0.06547
             0.89000,           100.00031,           112.82354,            -0.39847,            -0.07497
             0.89500,           100.00039,           112.44534,            -0.39847,            -0.08451
             0.90000,           100.00042,           112.06631,            -0.39847,            -0.09408
             0.90500,           100.00039,           111.68558,            -0.39847,            -0.10368
             0.91000,           100.00042,           111.30314,            -0.39847,            -0.11333
             0.91500,           100.00037,           110.91977,            -0.39847,            -0.12301
             0.92000,           100.00041,           110.53483,            -0.39847,            -0.13272
             0.92500,           100.00037,           110.14806,            -0.39847,            -0.14248
             0.93000,           100.00037,           109.76047,            -0.39847,            -0.15226
             0.93500,           100.00038,           109.37096,            -0.39846,            -0.16209
             0.94000,           100.00032,           108.97987,            -0.39847,            -0.17196
             0.94500,           100.00045,           108.58766,            -0.39847,            -0.18185
             0.95000,           100.00045,           108.19403,            -0.39847,            -0.19178
             0.95500,           100.00045,           107.79872,            -0.39847,            -0.20176
             0.96000,           100.00037,           107.40205,            -0.39847,            -0.21177
             0.96500,           100.00045,           107.00375,            -0.39847,            -0.22182
             0.97000,           100.00036,           106.60389,            -0.39847,            -0.23191
             0.97500,           100.00038,           106.20286,            -0.39847,            -0.24202
             0.98000,           100.00045,           105.80021,            -0.39847,            -0.25219
             0.98500,           100.00037,           105.39567,            -0.39847,            -0.26239
             0.99000,           100.00044,           104.99026,            -0.39847,            -0.27262
             0.99500,           100.00035,           104.58289,            -0.39847,            -0.28290
             1.00000,           100.00032,           104.17408,            -0.39847,            -0.29321
             1.00500,           100.00038,           103.76414,            -0.39847,            -0.30356
             1.01000,           100.00035,           103.35213,            -0.39847,            -0.31395
             1.01500,           100.00042,           102.93856,            -0.39847,            -0.32439
             1.02000,           100.00039,           102.52420,            -0.39847,            -0.33484
             1.02500,           100.00038,           102.10764,            -0.39847,            -0.34536
             1.03000,           100.00045,           101.68954,            -0.39847,            -0.35590
             1.03500,           100.00038,           101.27032,            -0.39846,            -0.36648
             1.04000,           100.00038,           100.84914,            -0.39847,            -0.37711
             1.04500,           100.00032,           100.42656,            -0.39846,            -0.38777
             1.05000,           100.00041,           100.00277,            -0.39847,            -0.39846
             1.05500,           100.00038,           100.00266,            -0.39847,            -0.39846
             1.06000,           100.00041,           100.00269,            -0.39847,            -0.39847
             1.06500,           100.00031,           100.00276,            -0.39846,            -0.39846
             1.07000,           100.00037,           100.00263,            -0.39846,            -0.39847
             1.07500,           100.00043,           100.00256,            -0.39847,            -0.39846
             1.08000,           100.00035,           100.00267,            -0.39847,            -0.39847
             1.08500,           100.00038,           100.00268,            -0.39847,            -0.39847
             1.09000,           100.00039,           100.00269,            -0.39847,            -0.39846
             1.09500,           100.00041,           100.00266,            -0.39847,            -0.39846
             1.10000,           100.00040,           100.00262,            -0.39846,            -0.39846
             1.10500,           100.00035,           100.00272,            -0.39847,            -0.39846
             1.11000,           100.00035,           100.00259,            -0.39846,            -0.39846
             1.11500,           100.00031,           100.00272,            -0.39847,            -0.39847
             1.12000,           100.00035,           100.00262,            -0.39846,            -0.39847
             1.12500,           100.00040,           100.00272,            -0.39847,            -0.39847
             1.13000,           100.00031,           100.00269,            -0.39847,            -0.39847
             1.13500,           100.00041,           100.00266,            -0.39846,            -0.39846
             1.14000,           100.00038,           100.00278,            -0.39846,            -0.39846
             1.14500,           100.00041,           100.00262,            -0.39846,            -0.39846
             1.15000,           100.00038,           100.00272,            -0.39847,            -0.39847
             1.15500,           100.00036,            99.63612,            -0.39846,            -0.38922
             1.16000,           100.00041,            99.26806,            -0.39847,            -0.37993
             1.16500,           100.00037,            98.89866,            -0.39846,            -0.37061
             1.17000,           100.00035,            98.52835,            -0.39846,            -0.36126
             1.17500,           100.00029,            98.15593,            -0.39847,            -0.35187
             1.18000,           100.00040,            97.78208,            -0.39846,            -0.34244
             1.18500,           100.00037,            97.40752,            -0.39846,            -0.33298
             1.19000,           100.00034,            97.03081,            -0.39846,            -0.32348
             1.19500,           100.00036,            96.65279,            -0.39846,            -0.31394
             1.20000,           100.00040,            96.27380,            -0.39846,            -0.30438
             1.20500,           100.00038,            95.89290,            -0.39846,            -0.29477
             1.21000,           100.00039,            95.51055,            -0.39846,            -0.28512
             1.21500,           100.00042,            95.12724,            -0.39846,            -0.27545
             1.22000,           100.00036,            94.74227,            -0.39846,            -0.26574
             1.22500,           100.00036,            94.35555,            -0.39846,            -0.25598
             1.23000,           100.00038,            93.96790,            -0.39846,            -0.24620
             1.23500,           100.00035,            93.57837,            -0.39846,            -0.23637
             1.24000,           100.00038,            93.18729,            -0.39846,            -0.22651
             1.24500,           100.00041,            92.79520,            -0.39846,            -0.21661
             1.25000,           100.00032,            92.40147,            -0.39846,            -0.20668
             1.25500,           100.00040,            92.00634,            -0.39846,            -0.19671
             1.26000,           100.00035,            91.60959,            -0.39846,            -0.18670
             1.26500,           100.00046,            91.21113,            -0.39846,            -0.17665
             1.27000,           100.00046,            90.81148,            -0.39846,            -0.16656
             1.27500,           100.00037,            90.41046,            -0.39846,            -0.15645
             1.28000,           100.00042,            90.00763,            -0.39846,            -0.14628
             1.28500,           100.00034,            89.60328,            -0.39846,            -0.13608
             1.29000,           100.00038,            89.19781,            -0.39846,            -0.12585
             1.29500,           100.00034,            88.79036,            -0.39846,            -0.11557
             1.30000,           100.00036,            88.38171,            -0.39846,            -0.10526
             1.30500,           100.00045,            87.97169,            -0.39846,            -0.09492
             1.31000,           100.00040,            87.55959,            -0.39846,            -0.08452
             1.31500,           100.00035,            87.14615,            -0.39846,            -0.07409
             1.32000,           100.00045,            86.73178,            -0.39846,            -0.06363
             1.32500,           100.00041,            86.31510,            -0.39846,            -0.05312
             1.33000,           100.00036,            85.89716,            -0.39846,            -0.04257
             1.33500,           100.00045,            85.47790,            -0.39846,            -0.03200
             1.34000,           100.00041,            85.05666,            -0.39846,            -0.02137
             1.34500,           100.00034,            84.63421,            -0.39846,            -0.01071
             1.35000,           100.00043,            84.21024,            -0.39846,            -0.00001
             1.35500,           100.00037,            84.21014,            -0.39846,            -0.00001
             1.36000,           100.00039,            84.21027,            -0.39846,            -0.00001
             1.36500,           100.00041,            84.21027,            -0.39846,            -0.00001
             1.37000,           100.00035,            84.21019,            -0.39846,            -0.00001
             1.37500,           100.00035,            84.21011,            -0.39846,            -0.00001
             1.38000,           100.00038,            84.21015,            -0.39846,            -0.00001
             1.38500,           100.00045,            84.21013,            -0.39846,            -0.00001
             1.39000,           100.00039,            84.21011,            -0.39846,            -0.00001
             1.39500,           100.00041,            84.21013,            -0.39846,            -0.00001
             1.40000,           100.00041,            84.21008,            -0.39846,            -0.00001
             1.40500,           100.00032,            84.21009,            -0.39846,            -0.00002
             1.41000,           100.00033,            84.21001,            -0.39846,            -0.00001
             1.41500,           100.00048,            84.21001,            -0.39846,            -0.00001
             1.42000,           100.00036,            84.20997,            -0.39846,            -0.00001
             1.42500,           100.00040,            84.20999,            -0.39846,            -0.00001
             1.43000,           100.00041,            84.20989,            -0.39846,            -0.00002
             1.43500,           100.00034,            84.21001,            -0.39846,            -0.00001
             1.44000,           100.00043,            84.20998,            -0.39846,            -0.00001
             1.44500,           100.00030,            84.21003,            -0.39846,            -0.00001
             1.45000,           100.00041,            84.20988,            -0.39846,            -0.00001
             1.45500,            99.63374,            84.20985,            -0.38921,            -0.00001
             1.46000,            99.26585,            84.20991,            -0.37993,            -0.00001
             1.46500,            98.89663,            84.20990,            -0.37061,            -0.00001
             1.47000,            98.52603,            84.20991,            -0.36126,            -0.00001
             1.47500,            98.15376,            84.20979,            -0.35187,            -0.00002
             1.48000,            97.78025,            84.20978,            -0.34245,            -0.00001
             1.48500,            97.40553,            84.20982,            -0.33299,            -0.00002
             1.49000,            97.02874,            84.20971,            -0.32348,            -0.00001
             1.49500,            96.65110,            84.20973,            -0.31396,            -0.00001
             1.50000,            96.27200,            84.20973,            -0.30439,            -0.00001
             1.50500,            95.89094,            84.20974,            -0.29478,            -0.00001
             1.51000,            95.50903,            84.20968,            -0.28514,            -0.00001
             1.51500,            95.12544,            84.20971,            -0.27547,            -0.00001
             1.52000,            94.74045,            84.20969,            -0.26575,            -0.00002
             1.52500,            94.35403,            84.20964,            -0.25600,            -0.00002
             1.53000,            93.96632,            84.20958,            -0.24622,            -0.00001
             1.53500,            93.57663,            84.20959,            -0.23638,            -0.00001
             1.54000,            93.18592,            84.20950,            -0.22653,            -0.00001
             1.54500,            92.79373,            84.20967,            -0.21663,            -0.00002
             1.55000,            92.39977,            84.20956,            -0.20670,            -0.00002
             1.55500,            92.37171,            84.20965,            -0.18748,            -0.00002
             1.56000,            92.34270,            84.20947,            -0.16819,            -0.00001
             1.56500,            92.31326,            84.20960,            -0.14882,            -0.00001
             1.57000,            92.28467,            84.20953,            -0.12939,            -0.00001
             1.57500,            92.25583,            84.20947,            -0.10988,            -0.00001
             1.58000,            92.22618,            84.20946,            -0.09029,            -0.00001
             1.58500,            92.19683,            84.20943,            -0.07064,            -0.00001
             1.59000,            92.16810,            84.20944,            -0.05090,            -0.00001
             1.59500,            92.13818,            84.20940,            -0.03109,            -0.00001
             1.60000,            92.10893,            84.20934,            -0.01122,            -0.00001
             1.60500,            92.07987,            84.20937,             0.00874,            -0.00001
             1.61000,            92.04959,            84.20930,             0.02878,            -0.00001
             1.61500,            92.01981,            84.20930,             0.04888,            -0.00001
             1.62000,            91.99042,            84.20934,             0.06905,            -0.00001
             1.62500,            91.95998,            84.20929,             0.08931,            -0.00001
             1.63000,            91.92996,            84.20925,             0.10964,            -0.00001
             1.63500,            91.90031,            84.20930,             0.13005,            -0.00001
             1.64000,            91.86971,            84.20922,             0.15054,            -0.00001
             1.64500,            91.83971,            84.20912,             0.17109,            -0.00001
             1.65000,            91.80935,            84.20915,             0.19173,            -0.00001
             1.65500,            92.20406,            84.20917,             0.20169,            -0.00001
             1.66000,            92.60109,            84.20918,             0.21170,            -0.00002
             1.66500,            92.99973,            84.20912,             0.22175,            -0.00001
             1.67000,            93.39891,            84.20909,             0.23183,            -0.00001
             1.67500,            93.80000,            84.20909,             0.24195,            -0.00001
             1.68000,            94.20301,            84.20901,             0.25212,            -0.00001
             1.68500,            94.60708,            84.20907,             0.26231,            -0.00001
             1.69000,            95.01264,            84.20901,             0.27254,            -0.00001
             1.69500,            95.42015,            84.20905,             0.28282,            -0.00001
             1.70000,            95.82840,            84.20909,             0.29313,            -0.00001
             1.70500,            96.23860,            84.20891,             0.30348,            -0.00002
             1.71000,            96.65066,            84.20896,             0.31388,            -0.00001
             1.71500,            97.06393,            84.20897,             0.32430,            -0.00001
             1.72000,            97.47833,            84.20891,             0.33476,            -0.00001
             1.72500,            97.89503,            84.20891,             0.34527,            -0.00002
             1.73000,            98.31284,            84.20881,             0.35581,            -0.00001
             1.73500,            98.73215,            84.20885,             0.36639,            -0.00002
             1.74000,            99.15336,            84.20885,             0.37702,            -0.00002
             1.74500,            99.57572,            84.20887,             0.38768,            -0.00002
             1.75000,            99.99977,            84.20877,             0.39838,            -0.00001
             1.75500,            99.99981,            84.20881,             0.39838,            -0.00001
             1.76000,            99.99965,            84.20876,             0.39837,            -0.00001
             1.76500,            99.99955,            84.20881,             0.39837,            -0.00002
             1.77000,            99.99970,            84.20876,             0.39837,            -0.00001
             1.77500,            99.99967,            84.20873,             0.39837,            -0.00001
             1.78000,            99.99960,            84.20866,             0.39837,            -0.00002
             1.78500,            99.99966,            84.20861,             0.39837,            -0.00001
             1.79000,            99.99956,            84.20863,             0.39837,            -0.00001
             1.79500,            99.99958,            84.20864,             0.39837,            -0.00001
             1.80000,            99.99967,            84.20864,             0.39837,            -0.00001
             1.80500,            99.99960,            84.20864,             0.39837,            -0.00001
             1.81000,            99.99965,            84.20864,             0.39838,            -0.00001
             1.81500,            99.99963,            84.20850,             0.39837,            -0.00002
             1.82000,            99.99969,            84.20854,             0.39837,            -0.00001
             1.82500,            99.99965,            84.20843,             0.39837,            -0.00002
             1.83000,            99.99961,            84.20850,             0.39837,            -0.00001
             1.83500,            99.99968,            84.20847,             0.39837,            -0.00001
             1.84000,            99.99955,            84.20840,             0.39837,            -0.00002
             1.84500,            99.99965,            84.20857,             0.39837,            -0.00001
             1.85000,            99.99969,            84.20832,             0.39837,            -0.00001
             1.85500,            99.99973,            84.57504,             0.39837,             0.00923
             1.86000,            99.99957,            84.94271,             0.39837,             0.01852
             1.86500,            99.99971,            85.31214,             0.39837,             0.02783
             1.87000,            99.99953,            85.68281,             0.39837,             0.03719
             1.87500,            99.99961,            86.05481,             0.39837,             0.04657
             1.88000,            99.99968,            86.42827,             0.39837,             0.05600
             1.88500,            99.99960,            86.80302,             0.39837,             0.06545
             1.89000,            99.99967,            87.17969,             0.39837,             0.07496
             1.89500,            99.99962,            87.55739,             0.39837,             0.08449
             1.90000,            99.99960,            87.93654,             0.39837,             0.09406
             1.90500,            99.99957,            88.31744,             0.39837,             0.10366
             1.91000,            99.99964,            88.69940,             0.39837,             0.11330
             1.91500,            99.99965,            89.08298,             0.39837,             0.12298
             1.92000,            99.99959,            89.46772,             0.39837,             0.13269
             1.92500,            99.99963,            89.85416,             0.39837,             0.14244
             1.93000,            99.99967,            90.24198,             0.39837,             0.15223
             1.93500,            99.99965,            90.63140,             0.39837,             0.16205
             1.94000,            99.99972,            91.02213,             0.39837,             0.17191
             1.94500,            99.99949,            91.41451,             0.39837,             0.18181
             1.95000,            99.99950,            91.80801,             0.39837,             0.19174
             1.95500,            99.99952,            92.20278,             0.39837,             0.20170
             1.96000,            99.99966,            92.59982,             0.39837,             0.21172
             1.96500,            99.99956,            92.99821,             0.39837,             0.22177
             1.97000,            99.99966,            93.39737,             0.39837,             0.23184
             1.97500,            99.99955,            93.79869,             0.39837,             0.24197
             1.98000,            99.99953,            94.20124,             0.39837,             0.25213
             1.98500,            99.99955,            94.60543,             0.39837,             0.26232
             1.99000,            99.99955,            95.01116,             0.39837,             0.27256
             1.99500,            99.99959,            95.41825,             0.39837,             0.28283
             2.00000,            99.99965,            95.82678,             0.39837,             0.29314
             2.00500,            99.99965,            96.23692,             0.39837,             0.30349
             2.01000,            99.99962,            96.64875,             0.39837,             0.31388
             2.01500,            99.99959,            97.06207,             0.39837,             0.32431
             2.02000,            99.99962,            97.47655,             0.39837,             0.33477
             2.02500,            99.99965,            97.89288,             0.39837,             0.34527
             2.03000,            99.99949,            98.31081,             0.39837,             0.35582
             2.03500,            99.99962,            98.72997,             0.39837,             0.36640
             2.04000,            99.99961,            99.15096,             0.39837,             0.37702
             2.04500,            99.99971,            99.57358,             0.39837,             0.38768
             2.05000,            99.99965,            99.99744,             0.39837,             0.39837
             2.05500,            99.99961,            99.99738,             0.39837,             0.39837
             2.06000,            99.99960,            99.99731,             0.39837,             0.39837
             2.06500,            99.99972,            99.99726,             0.39837,             0.39837
             2.07000,            99.99962,            99.99738,             0.39837,             0.39837
             2.07500,            99.99965,            99.99743,             0.39837,             0.39837
             2.08000,            99.99965,            99.99729,             0.39837,             0.39837
             2.08500,            99.99962,            99.99726,             0.39837,             0.39837
             2.09000,            99.99964,            99.99728,             0.39837,             0.39837
             2.09500,            99.99962,            99.99729,             0.39837,             0.39837
             2.10000,            99.99959,            99.99735,             0.39837,             0.39837
             2.10500,            99.99962,            99.99731,             0.39837,             0.39837
             2.11000,            99.99966,            99.99741,             0.39837,             0.39837
             2.11500,            99.99962,            99.99722,             0.39837,             0.39837
             2.12000,            99.99961,            99.99732,             0.39837,             0.39837
             2.12500,            99.99959,            99.99726,             0.39837,             0.39837
             2.13000,            99.99971,            99.99736,             0.39837,             0.39837
             2.13500,            99.99955,            99.99734,             0.39837,             0.39837
             2.14000,            99.99957,            99.99725,             0.39837,             0.39837
             2.14500,            99.99960,            99.99736,             0.39837,             0.39837
             2.15000,            99.99955,            99.99725,             0.39837,             0.39837
             2.15500,            99.99966,           100.36380,             0.39837,             0.38912
             2.16000,            99.99955,           100.73151,             0.39837,             0.37984
             2.16500,            99.99959,           101.10105,             0.39837,             0.37052
             2.17000,            99.99968,           101.47159,             0.39837,             0.36117
             2.17500,            99.99965,           101.84357,             0.39837,             0.35179
             2.18000,            99.99961,           102.21717,             0.39837,             0.34236
             2.18500,            99.99962,           102.59187,             0.39837,             0.33290
             2.19000,            99.99964,           102.96846,             0.39837,             0.32341
             2.19500,            99.99966,           103.34624,             0.39837,             0.31387
             2.20000,            99.99961,           103.72543,             0.39837,             0.30430
             2.20500,            99.99965,           104.10618,             0.39837,             0.29470
             2.21000,            99.99957,           104.48833,             0.39837,             0.28506
             2.21500,            99.99964,           104.87190,             0.39837,             0.27538
             2.22000,            99.99968,           105.25635,             0.39837,             0.26568
             2.22500,            99.99965,           105.64301,             0.39837,             0.25592
             2.23000,            99.99965,           106.03086,             0.39837,             0.24614
             2.23500,            99.99968,           106.42010,             0.39837,             0.23632
             2.24000,            99.99961,           106.81105,             0.39837,             0.22646
             2.24500,            99.99955,           107.20335,             0.39837,             0.21655
             2.25000,            99.99971,           107.59662,             0.39837,             0.20663
